step,slope,roughness,curvature,variance,traversability_label
0.0105519,3.91074,0.000397415,1.96959e-05,0.000408541,1
0.00979924,3.84104,0.000662861,6.37909e-05,0.000395147,1
0.00922322,3.84096,0.000133436,2.58545e-06,0.000273252,1
0.0118299,3.97285,0.000208974,5.4456e-06,0.000344539,1
0.0106177,4.00838,0.000388594,1.88291e-05,0.000332634,1
0.0106761,3.90608,0.000144863,2.61704e-06,0.000254686,1
0.00910282,3.60293,0.000242368,8.52738e-06,0.000225993,1
0.00856328,3.52798,0.000499591,3.62352e-05,0.000291394,1
0.0103135,3.96098,0.000267223,8.90459e-06,0.000271921,1
0.0100479,3.71093,2.24203e-05,6.2702e-08,0.000217258,1
0.00927424,3.49794,5.03357e-05,3.1612e-07,0.000234317,1
0.285714,62.1841,0.0131444,0.00863643,0.0798816,0
0.429874,70.594,0.00569326,0.000810244,0.120888,0
0.67011,77.3655,0.00568833,0.000371942,0.185992,0
0.77292,78.9468,0.00690366,0.000426982,0.227954,0
0.439644,73.7318,0.0213113,0.0107414,0.0752684,0
0.338696,74.1728,0.0248569,0.0193587,0.155133,0
0.533813,75.2095,0.00807601,0.00101108,0.0764394,0
0.362668,67.502,0.00725936,0.00169646,0.0679072,0
0.275566,61.4588,0.00607851,0.00172381,0.0409413,0
0.1608,50.0745,0.00204448,0.000390395,0.0376901,0
0.135813,33.5034,0.0280069,0.0826154,0.0286148,0
0.145059,41.159,0.0301446,0.0806227,0.039073,0
0.145059,27.7872,0.0387544,0.147309,0.0373582,0
0.114302,34.0352,0.0254965,0.0738301,0.0439534,0
0.143453,59.8923,0.0271478,0.0670143,0.0706412,0
0.247846,62.8782,0.0444436,0.11164,0.0797788,0
0.274781,58.9477,0.0208629,0.0238261,0.014111,0
0.128538,35.0202,0.0187226,0.0370276,0.000642018,0
0.0123179,4.06719,0.000463105,2.674e-05,0.000406841,1
0.0101254,3.92247,6.07988e-05,4.60978e-07,0.00033542,1
0.010983,4.1664,0.000117366,1.99796e-06,0.000361832,1
0.00985909,4.23561,0.000588864,5.0317e-05,0.000403119,1
0.0124578,4.22002,0.000293662,1.07503e-05,0.000340866,1
0.0113766,3.84068,8.19205e-05,8.36984e-07,0.000355281,1
0.0100334,3.5114,0.000517512,3.34133e-05,0.000275978,1
0.00946784,3.52688,0.000126829,2.33491e-06,0.000252433,1
0.0103135,4.07529,0.000310293,1.39708e-05,0.000194848,1
0.00936842,3.69997,0.000145143,2.6278e-06,0.000250165,1
0.00925493,3.43564,0.00016153,3.2556e-06,0.000267277,1
0.00988221,3.61645,0.000167672,3.5072e-06,0.000219123,1
0.0109684,4.12172,0.000202465,5.9459e-06,0.000211574,1
0.366019,73.985,0.0208043,0.0168994,0.102576,0
0.579362,73.8988,0.0181431,0.00628378,0.180514,0
0.670802,76.968,0.00775888,0.000737724,0.231417,0
0.393903,70.4013,0.0163667,0.00710408,0.151653,0
0.24388,61.9118,0.0350428,0.0786166,0.0977074,0
0.519923,74.6139,0.0121974,0.00314834,0.0716426,0
0.310829,63.1862,0.013583,0.00798015,0.0740477,0
0.241913,56.0999,0.0119491,0.00855741,0.0568127,0
0.174894,46.5085,0.0130039,0.013609,0.0410479,0
0.12134,40.3451,0.00132418,0.000189504,0.0433809,0
0.135813,47.1914,0.0266354,0.0714248,0.0192177,0
0.129148,25.6166,0.0442875,0.188051,0.0482491,0
0.170281,47.2984,0.022934,0.041726,0.026131,0
0.10513,23.2229,0.0296667,0.0930893,0.0235353,0
0.257612,59.5501,0.0214257,0.0259105,0.0652928,0
0.219746,56.9676,3.63721e-05,8.77126e-08,0.00186704,0
0.297563,60.9533,0.0192908,0.0184828,0.00621387,0
0.103776,28.6933,0.00409537,0.00182106,0.00794849,0
0.119588,38.1172,0.0229484,0.0570088,0.00356293,0
0.0124471,4.10949,0.000165105,3.39866e-06,0.000299759,1
0.0105031,3.88456,0.00046974,2.75178e-05,0.000346451,1
0.0106282,4.22961,0.000189576,5.21298e-06,0.000324852,1
0.0106809,4.21452,0.000329167,1.57189e-05,0.0003485,1
0.0102704,3.71595,0.000100168,1.25156e-06,0.000326428,1
0.00977325,3.43921,0.000210774,5.54315e-06,0.000342751,1
0.0108521,3.5899,0.000412251,2.12017e-05,0.000314129,1
0.00952435,4.04883,0.000276515,1.10992e-05,0.000234534,1
0.00969744,3.80545,0.000352349,1.80168e-05,0.000267428,1
0.0100489,3.71096,0.000394902,1.94521e-05,0.000225851,1
0.00914383,3.61449,0.000151622,2.86792e-06,0.000307867,1
0.0103245,4.01031,0.000188094,4.41158e-06,0.000273407,1
0.0110404,4.12508,0.000187805,5.11591e-06,0.000216628,1
0.00962114,3.38352,0.000399248,2.31384e-05,0.000276285,1
0.42385,75.403,0.00921495,0.0025234,0.0282697,0
0.815191,76.7791,0.00253212,7.97833e-05,0.210973,0
0.609568,73.5997,0.00925091,0.00160642,0.233069,0
0.282103,69.6569,0.0548535,0.165156,0.100277,0
0.410563,72.3022,0.00723352,0.00145794,0.0837075,0
0.215307,56.6066,0.00927117,0.00656388,0.0944877,0
0.218729,49.5521,0.00330141,0.000807376,0.0839731,0
0.207764,50.7866,0.0126504,0.0114904,0.0579675,0
0.206075,49.5847,0.0119863,0.0106723,0.0501267,0
0.139176,49.2146,0.0058593,0.00347485,0.0265746,0
0.159608,35.9213,0.0309857,0.0909582,0.00537843,0
0.206699,47.6667,0.0237233,0.0442992,0.00596185,0
0.258913,57.1089,0.0104858,0.00631506,0.00252681,0
0.226892,57.439,0.0325625,0.0718099,0.0058067,0
0.1591,46.9807,0.00854895,0.00661152,0.00748691,0
0.103533,29.0553,0.00887252,0.00847466,0.00537669,0
0.0103021,4.15996,0.000408988,2.42795e-05,0.000356208,1
0.0117586,4.19032,0.000919057,0.000252658,0.000373618,1
0.00781083,3.15934,0.000650178,0.000126611,0.000363416,1
0.00948834,3.58674,8.26204e-05,9.90815e-07,0.000344876,1
0.00972176,3.46337,0.000130189,2.46024e-06,0.000328484,1
0.0105243,3.86424,3.33097e-05,1.60984e-07,0.000332938,1
0.0116012,4.75334,0.000582735,0.000101513,0.000278389,1
0.0098021,4.164,0.000508635,7.74018e-05,0.000226749,1
0.0089469,3.64967,6.26531e-05,5.69883e-07,0.000281796,1
0.00949931,3.82369,0.000104353,1.58067e-06,0.000207174,1
0.0100076,4.00111,0.000142247,2.93603e-06,0.000273175,1
0.00759554,2.74933,0.000785508,0.00018486,0.000215341,1
0.00885987,3.55215,0.00120555,0.000434975,0.000201217,1
0.328581,65.5893,0.0123014,0.0119445,0.00717964,0
0.749763,80.4734,0.0103248,0.00181192,0.124962,0
0.847944,76.9167,0.00304462,9.47727e-05,0.297806,0
0.391057,74.5912,0.0380008,0.0496087,0.103196,0
0.410563,71.2794,0.00837567,0.00241305,0.0934475,0
0.304164,65.5539,0.0052789,0.00205004,0.10608,0
0.254244,61.1873,0.00646466,0.00477851,0.110033,0
0.260621,55.7359,0.00552417,0.00187773,0.0731112,0
0.252715,54.8789,0.0065829,0.00276054,0.0569447,0
0.143701,46.9301,0.00745419,0.00521129,0.0302166,0
0.140589,48.4683,0.0139673,0.0360981,0.0243261,0
0.211211,60.1304,0.0287533,0.0572676,0.0259677,0
0.267018,58.8058,0.0169516,0.0161771,0.00302783,0
0.153783,52.6107,0.0145632,0.0213488,0.00078684,0
0.0118203,4.47241,0.000598165,9.1447e-05,0.000391001,1
0.00762534,3.48346,0.000745848,0.00016655,0.000387899,1
0.0103917,4.04525,0.000598763,5.20316e-05,0.000335387,1
0.0103102,4.51657,0.000223901,7.27575e-06,0.000345241,1
0.0122623,4.99721,0.000914953,0.000121291,0.000449707,1
0.0126297,4.09385,0.00117077,0.000350365,0.000356559,1
0.00752306,2.76494,0.000740613,0.000164334,0.000282508,1
0.00834394,3.37826,2.18619e-06,6.94023e-10,0.000204408,1
0.00866318,3.52714,5.26065e-05,4.01808e-07,0.000270493,1
0.00907063,3.63261,0.000109718,1.74742e-06,0.000277411,1
0.0111203,3.68359,0.00125315,0.000401663,0.000282648,1
0.0108111,4.00124,0.000940162,0.000264455,0.000245505,1
0.00818801,3.40435,0.000210842,6.45577e-06,0.000236118,1
0.145237,36.5827,0.00911619,0.00861252,0.0467799,0
0.421612,73.2759,0.00802051,0.00178617,0.0913403,0
0.682649,79.8758,0.0110825,0.00208891,0.261176,0
0.67689,77.6781,0.0129054,0.00373373,0.31419,0
0.228564,62.5244,0.0299508,0.0576734,0.0716244,0
0.262568,63.4335,0.0176709,0.0159602,0.0687836,0
0.349699,67.4645,0.00868335,0.00283839,0.0724649,0
0.262575,62.2044,0.00864665,0.00704622,0.0902762,0
0.178876,51.281,0.0129293,0.02358,0.0762562,0
0.175249,42.9346,0.00106649,0.000104362,0.0768137,0
0.180707,42.744,0.00188826,0.000323204,0.0405531,0
0.2166,48.0261,0.00318265,0.000787057,0.0268075,0
0.108661,37.3678,0.0265119,0.138494,0.00355394,0
0.166056,57.7171,0.024379,0.0501017,0.00305517,0
0.15393,49.8315,0.0271746,0.0685156,0.00166107,0
0.0143938,4.55278,0.000687241,6.84142e-05,0.000325561,1
0.0145257,4.65736,0.000682532,6.74716e-05,0.000388984,1
0.0121789,4.5578,0.000545708,3.71053e-05,0.000313939,1
0.0142016,4.9186,0.000286788,1.02429e-05,0.000381927,1
0.0139806,4.70325,0.000453857,2.56608e-05,0.000406416,1
0.0111935,4.34835,0.000541172,4.24764e-05,0.000313438,1
0.00840783,3.54539,0.000501817,3.65594e-05,0.000341309,1
0.00993156,3.76511,0.000294028,1.07831e-05,0.000234644,1
0.00997663,3.7625,0.00018091,4.08223e-06,0.000288717,1
0.0104628,3.75278,0.000400809,2.00375e-05,0.000252774,1
0.00982141,3.7968,0.000538532,4.20876e-05,0.000247168,1
0.00867295,3.41613,0.000306106,1.36042e-05,0.000313382,1
0.0107718,4.26951,0.000206583,5.31971e-06,0.000261791,1
0.00991583,3.74103,0.000667571,5.55844e-05,0.000230859,1
0.477898,72.9895,0.0188829,0.00754074,0.0447674,0
0.837508,79.8141,0.00287126,6.26183e-05,0.336616,0
0.603879,78.5312,0.0198257,0.005116,0.320917,0
0.265528,58.368,0.0035573,0.000730107,0.219434,0
0.26675,68.932,0.0556582,0.180347,0.0828994,0
0.379773,66.3167,0.0111765,0.00441913,0.0709498,0
0.260156,57.3912,0.00938399,0.00499022,0.0920671,0
0.169373,49.3562,0.00497265,0.00211812,0.0756834,0
0.127224,39.2908,0.00634194,0.00426572,0.0810938,0
0.111365,33.3684,0.00895114,0.00819227,0.0476205,0
0.135686,39.0501,0.0147394,0.020291,0.0427684,0
0.233886,55.0342,0.0182442,0.0210247,0.0142422,0
0.13854,52.9897,0.00239636,0.00056371,0.0171089,0
0.120622,46.9541,0.0174912,0.0338899,0.00434808,0
0.166056,40.725,0.0442433,0.170641,0.00261296,0
0.160519,38.7408,0.0318843,0.092951,0.00120787,0
0.0129988,4.64316,0.000993187,0.000142927,0.000309634,1
0.0123129,4.19052,0.000961254,0.000115179,0.000335483,1
0.0103331,3.69802,0.000733344,6.70796e-05,0.000353691,1
0.0118055,4.17766,0.000444976,2.46839e-05,0.000271066,1
0.0133634,4.76946,3.2882e-05,1.56654e-07,0.000303441,1
0.0113759,4.0881,0.000102814,1.53318e-06,0.000264587,1
0.0096786,3.89833,0.00011631,1.68709e-06,0.000286561,1
0.0100734,3.9702,0.000166926,3.47465e-06,0.000241686,1
0.0103331,3.86994,0.000247607,7.64609e-06,0.0003059,1
0.0130496,4.44832,0.000156042,3.529e-06,0.000199606,1
0.0116,4.31255,0.000290011,1.21959e-05,0.000294619,1
0.0108881,3.88034,0.000515946,3.31976e-05,0.000266813,1
0.00808263,3.13048,0.000440554,2.42242e-05,0.000254224,1
0.423288,72.3217,0.0222869,0.0115558,0.0505752,0
0.869418,80.0654,0.0027294,5.39231e-05,0.338998,0
0.584058,75.6944,0.0219886,0.00772829,0.30231,0
0.109216,41.8916,0.0169488,0.033347,0.257511,0
0.225533,50.3154,0.00959869,0.00673448,0.0449574,0
0.311893,63.1422,0.0296236,0.0416822,0.121889,0
0.470382,68.5196,0.0146852,0.00660435,0.129336,0
0.281046,55.206,0.00407675,0.00102172,0.103143,0
0.194824,54.9533,0.000730615,4.38256e-05,0.0768816,0
0.152697,42.5323,0.00991953,0.00949414,0.0769711,0
0.132277,41.7734,0.00252253,0.000568495,0.0527854,0
0.230051,52.125,0.0204505,0.0291666,0.0435437,0
0.14352,42.9126,0.0277622,0.0666628,0.0455392,0
0.127026,20.1459,0.0482992,0.220969,0.0747527,0
0.179477,49.7992,0.0388537,0.116154,0.00455068,0
0.210295,50.915,0.0289729,0.0615864,0.00200928,0
0.0127676,4.17798,0.000929916,0.000107794,0.000289421,1
0.00980043,3.84715,0.000690894,5.95287e-05,0.000256842,1
0.0123911,4.41044,0.00045546,2.58529e-05,0.000262619,1
0.0088675,3.656,0.000948775,0.000130655,0.000184671,1
0.0107958,3.85591,0.000220982,7.08478e-06,0.000214759,1
0.010854,3.87608,0.000141608,2.50085e-06,0.000252938,1
0.00966144,3.82119,0.00014068,2.46834e-06,0.000252249,1
0.0111833,4.22047,0.000311126,1.20669e-05,0.000268118,1
0.0101712,4.15336,0.000742116,7.98918e-05,0.000255119,1
0.0104032,4.02524,0.000559601,4.54316e-05,0.000194825,1
0.00942779,3.33004,0.000178744,3.9869e-06,0.000204215,1
0.0107934,3.82506,0.000449862,2.524e-05,0.00025873,1
0.00921702,3.50916,0.0004546,2.57835e-05,0.000230101,1
0.362288,72.9587,0.00186193,0.000126386,0.0494971,0
0.801913,78.5787,0.02163,0.00492416,0.303815,0
0.493835,75.046,0.023385,0.00960187,0.309579,0
0.145083,38.1896,0.013956,0.0184626,0.284433,0
0.301577,67.6595,0.0178228,0.0172377,0.222358,0
0.185769,58.1757,0.0173778,0.0268171,0.052702,0
0.432425,70.0311,0.00583849,0.000895343,0.131488,0
0.404419,67.2852,0.0202607,0.0142068,0.123541,0
0.309859,62.6354,0.015623,0.0109623,0.109096,0
0.262485,63.0158,0.00160261,0.000159054,0.0607971,0
0.178803,43.4622,0.00584911,0.00308362,0.0465192,0
0.171631,42.1832,0.00891345,0.00703152,0.0699081,0
0.174819,45.6908,0.0162049,0.0215514,0.0537801,0
0.237478,54.5178,0.0349415,0.0831102,0.0267087,0
0.172233,50.965,0.00302176,0.000833496,0.0756486,0
0.155519,41.7968,0.0165019,0.0258319,0.0557579,0
0.176324,47.3975,0.00447037,0.00157034,0.0047292,0
0.247565,54.1494,0.0137777,0.0122565,0.00299737,0
0.00987196,4.32314,0.000282824,1.16133e-05,0.000215613,1
0.00825548,3.24633,0.000289298,1.21543e-05,0.00023664,1
0.0106173,5.12368,0.000526103,8.44416e-05,0.000255787,1
0.00699306,3.86849,0.000779969,0.000264865,0.000249448,1
0.00964189,3.97808,0.00013191,2.52554e-06,0.000259182,1
0.00992513,3.98747,0.000165941,3.99661e-06,0.000249058,1
0.00965953,3.92509,4.07844e-05,2.414e-07,0.000237218,1
0.00943112,3.50783,0.00114943,0.000403682,0.000205365,1
0.00702691,3.81194,0.000917098,0.000366072,0.000215263,1
0.00860715,3.45095,5.77601e-05,4.84382e-07,0.000225845,1
0.00812507,3.46012,0.000323191,1.51699e-05,0.000199938,1
0.00874877,3.33816,0.000613233,5.46038e-05,0.000256185,1
0.0110867,3.9034,0.000909632,0.000252597,0.000254983,1
0.121222,36.1675,0.0152535,0.0483698,0.000445575,0
0.256418,61.5229,0.012937,0.0148048,0.104302,0
0.75056,75.5848,0.00889429,0.000994153,0.247008,0
0.483043,74.5976,0.0272032,0.0155198,0.29691,0
0.317261,66.5132,0.0245366,0.0246917,0.277202,0
0.298846,89.8059,0.0238159,0.0371354,0.083108,0
0.621814,77.6285,0.00895619,0.00157381,0.12531,0
0.514596,72.3542,0.00824188,0.00147466,0.138337,0
0.343421,66.0705,0.00325293,0.000413236,0.129006,0
0.262485,63.5088,0.00675985,0.00246818,0.0900811,0
0.119033,51.4158,0.00801275,0.0124058,0.0920673,0
0.137184,54.7022,0.0122996,0.0294348,0.0440868,0
0.169412,51.6777,0.000699173,4.47589e-05,0.00773319,0
0.237478,60.0232,0.00438478,0.00134309,0.0479507,0
0.189333,59.4505,0.0122926,0.0120717,0.0034678,0
0.127968,45.7342,0.000793784,6.88425e-05,0.00320007,0
0.00943136,4.51014,0.000513157,3.8227e-05,0.000216816,1
0.00956368,3.91474,0.000492866,3.52505e-05,0.000221047,1
0.00922799,3.44538,0.000601378,9.25506e-05,0.000224612,1
0.00878263,3.5875,0.000787994,0.000158881,0.000233554,1
0.00891638,3.78351,0.000352844,1.80753e-05,0.000276844,1
0.0103958,4.21061,0.000212489,6.55271e-06,0.00021782,1
0.00878072,3.65804,0.000311806,1.41133e-05,0.000232948,1
0.00719428,3.11283,0.000827113,0.000175115,0.000208608,1
0.0122561,4.24128,0.0011115,0.000315829,0.000196702,1
0.011106,4.68253,0.000207308,6.23613e-06,0.000125794,1
0.0105972,4.59966,0.000190888,5.28776e-06,0.000210774,1
0.0115218,4.87619,2.24028e-05,7.28057e-08,0.000246235,1
0.0103171,4.08872,0.00100129,0.000256398,0.000226227,1
0.375455,68.0915,0.0190128,0.0217946,0.00665401,0
0.74827,77.5494,0.00387489,0.000168608,0.24275,0
0.552804,73.1517,0.0174259,0.00591082,0.290675,0
0.338191,63.0396,0.00638808,0.00176747,0.269096,0
0.429481,81.0857,0.0339099,0.0530153,0.0928613,0
0.610421,77.1066,0.00787957,0.00144442,0.203158,0
0.610845,77.068,0.00269878,0.000121326,0.170163,0
0.549521,76.0523,0.00220445,0.00010119,0.110076,0
0.424079,72.2694,0.00374493,0.000456865,0.0833206,0
0.132236,49.6198,0.0110186,0.0199268,0.00623408,0
0.0130699,4.05012,0.000693629,5.99861e-05,0.000228659,1
0.0100625,3.98663,0.00025299,9.2872e-06,0.0002261,1
0.0115285,3.76761,3.90437e-05,2.21137e-07,0.000219046,1
0.0120666,4.0844,0.000270194,9.10233e-06,0.000190629,1
0.0117588,3.97689,0.000377181,1.774e-05,0.00019192,1
0.0108969,3.95838,0.000526139,3.4519e-05,0.000235533,1
0.00940943,3.90141,0.000344929,1.7266e-05,0.000214477,1
0.011106,4.55284,6.21457e-05,5.60283e-07,0.000198711,1
0.0105972,3.98135,0.000811459,8.21026e-05,0.000191739,1
0.0115218,3.79223,0.00109473,0.000149454,0.000220379,1
0.0119658,4.07351,0.000951333,0.000112831,0.000208608,1
0.0110941,3.54082,0.00103531,0.000155503,0.000233014,1
0.011462,4.1675,0.000450484,2.94305e-05,0.000204797,1
0.147053,50.8632,0.00862767,0.0076019,0.00546205,0
0.55386,73.8812,0.0195775,0.00741505,0.00700445,0
0.702222,77.8744,0.00629711,0.000422584,0.24108,0
0.404065,70.5155,0.0142272,0.00525227,0.313802,0
0.580348,71.9149,0.015476,0.00465263,0.276701,0
0.811345,78.1361,0.00742322,0.000546946,0.207633,0
0.651483,76.3545,0.00397004,0.000208429,0.0322132,0
0.476089,70.9665,0.012561,0.00390134,0.000738802,0
0.316971,61.2102,0.0198463,0.0193687,0.000689645,0
0.215227,49.5923,0.0137495,0.0142149,0.00104725,0
0.130903,35.5623,0.00558229,0.00338563,0.000752879,0
0.111053,29.5156,0.00525868,0.00297326,0.000483292,0
0.106368,28.3329,0.00608923,0.00403503,0.00333062,0
0.0137951,4.4548,0.000565986,4.64155e-05,0.000192038,1
0.0115788,3.86923,2.87938e-05,1.2026e-07,0.000139297,1
0.0129216,4.3136,0.000169154,3.56649e-06,0.000174845,1
0.0120578,3.99852,0.000397753,1.97273e-05,0.000197099,1
0.0098033,3.34743,0.00057023,4.05743e-05,0.000192697,1
0.00700951,2.79857,0.00014398,3.01164e-06,0.000204699,1
0.00908041,3.67819,0.00062452,5.66441e-05,0.000231549,1
0.0091114,2.93641,8.93191e-05,9.95927e-07,0.000247351,1
0.00891256,2.95328,0.000412572,2.12483e-05,0.000234132,1
0.00805736,2.9204,0.000302921,1.14551e-05,0.000272195,1
0.00632882,2.58071,3.16987e-05,1.46016e-07,0.000266571,1
0.00757146,2.94514,0.000364958,1.93471e-05,0.000286077,1
0.00894809,3.11146,0.000597023,4.44868e-05,0.000271832,1
0.215193,54.3662,0.0179696,0.0208607,0.00432831,0
0.608361,76.3731,0.00806468,0.000866934,0.096221,0
0.768678,77.4736,0.0154291,0.00281899,0.333179,0
0.86638,77.0281,0.00216503,4.64649e-05,0.228418,0
0.643341,76.8715,0.0166515,0.0038104,0.0635315,0
0.356393,65.6907,0.0232268,0.0211569,0.000296114,0
0.153811,40.9413,0.0187261,0.0316004,0.000298242,0
0.0117476,4.17416,0.000983039,0.000140119,0.000137611,1
0.0107076,4.12577,0.000148584,3.20249e-06,0.000159746,1
0.0108533,3.8771,0.000561757,3.93544e-05,0.000209153,1
0.00999165,3.11347,0.000506342,3.19994e-05,0.000261163,1
0.0103862,3.13516,0.000418538,2.18635e-05,0.000243281,1
0.00818324,3.02144,0.000383206,2.13266e-05,0.000273348,1
0.0069108,3.09897,0.000800276,9.30289e-05,0.000321471,1
0.0097177,3.11374,0.00051371,3.29374e-05,0.00030146,1
0.00907874,2.81237,0.000231668,6.70063e-06,0.000314972,1
0.00906539,2.86581,0.000199512,4.96937e-06,0.000249835,1
0.00664115,2.74938,4.8854e-05,3.46823e-07,0.000312419,1
0.00640368,2.60539,3.51499e-05,1.79548e-07,0.000263294,1
0.00836921,3.1361,0.000276479,9.54065e-06,0.000305446,1
0.25321,57.2203,0.0216326,0.0275512,0.000206699,0
0.624968,75.5756,0.0267742,0.0122869,0.130001,0
0.627717,74.179,0.0164057,0.00437434,0.0668101,0
0.163518,47.5595,0.0194092,0.0327956,0.000181507,0
0.125611,48.1163,0.0142544,0.0505024,0.00253916,0
0.00756145,2.88566,0.000391945,3.9338e-05,0.00016801,1
0.00746751,3.03545,2.46396e-05,8.8189e-08,0.000194687,1
0.00707316,2.89402,6.96509e-05,7.04794e-07,0.000219915,1
0.00773907,3.53304,0.00034483,1.72733e-05,0.000259718,1
0.0119734,5.39465,0.0010742,0.000294672,0.000290278,1
0.0126445,5.32644,0.000911955,0.000212403,0.000230531,1
0.00646758,2.42486,1.46356e-05,3.11266e-08,0.000303191,1
0.00827098,2.77793,0.000382316,2.12299e-05,0.000299533,1
0.00976396,2.9831,7.79075e-05,8.81239e-07,0.000301617,1
0.0111752,3.94784,0.00067354,0.000116025,0.000308377,1
0.00959063,4.2329,0.000848818,0.000184226,0.000305366,1
0.0098877,3.60189,0.000171164,4.25205e-06,0.000283788,1
0.00949574,3.46934,0.00025105,9.14881e-06,0.000267269,1
0.16307,57.0142,0.000355609,1.11358e-05,0.000287965,0
0.010282,4.30811,5.80412e-05,4.88917e-07,0.000221158,1
0.0101478,4.19512,2.99956e-05,1.30587e-07,0.000192399,1
0.00947785,3.93868,0.000359528,1.87578e-05,0.00022631,1
0.00845313,3.18427,0.00101873,0.000310769,0.000215669,1
0.00854754,3.08766,0.000858377,0.000220673,0.000201437,1
0.00900149,3.80651,0.000136647,2.71128e-06,0.000190048,1
0.0114954,5.01385,0.000278716,1.12708e-05,0.000235624,1
0.0103695,4.69105,0.000191057,5.29783e-06,0.000274625,1
0.0119402,5.04554,0.00138109,0.00056968,0.000363411,1
0.0112255,4.21057,0.000871224,0.000227043,0.000270581,1
0.0117011,4.93673,0.000218577,6.92864e-06,0.000307625,1
0.0115466,4.69079,0.000177767,4.58365e-06,0.000303466,1
0.00943995,3.84143,1.4373e-05,2.99883e-08,0.000347478,1
0.135167,36.451,0.0184403,0.0328964,0.0846792,0
0.165561,41.8776,0.0185201,0.0314158,0.000803239,0
0.123702,39.6831,0.0126474,0.0172299,0.000964688,0
0.0112114,3.90805,0.000382192,1.8216e-05,0.000201226,1
0.0107069,3.64099,0.000343548,1.47231e-05,0.000176934,1
0.0107343,3.86138,0.000569438,4.04388e-05,0.000209866,1
0.00940895,3.86458,0.000174172,4.40258e-06,0.000175446,1
0.0111911,3.69663,0.000215486,6.73678e-06,0.000171432,1
0.0131238,4.45843,0.000504184,3.16778e-05,0.000244763,1
0.0150044,4.87893,0.000638962,5.08463e-05,0.000165214,1
0.0137508,4.47296,0.00101426,0.000128181,0.000262521,1
0.0149763,4.71625,0.000854173,0.000105649,0.000232287,1
0.0139425,4.7317,0.000326946,1.54848e-05,0.000241323,1
0.0145683,4.71723,0.000196998,4.83454e-06,0.000254187,1
0.0124159,4.04571,0.000159876,3.18708e-06,0.000268612,1
0.01016,3.43875,0.000195199,4.7542e-06,0.000264358,1
0.180957,47.4204,0.0106642,0.00894327,0.173061,0
0.284537,59.2107,0.0197018,0.0209131,0.136411,0
0.528011,71.7747,0.0159548,0.00550319,0.102596,0
0.591945,76.8419,0.0198813,0.00593297,0.035172,0
0.432952,69.7936,0.0295644,0.0273569,0.00107778,0
0.00827622,3.13527,0.000239131,7.1372e-06,0.000203363,1
0.00976038,3.63627,0.00021463,5.74661e-06,0.000215161,1
0.0082612,3.37598,9.35214e-05,1.27004e-06,0.000207699,1
0.0100498,4.05257,3.72828e-05,2.0168e-07,0.000189215,1
0.0127749,4.5834,0.000673223,5.6469e-05,0.000221557,1
0.0102887,3.51352,0.000869269,9.4267e-05,0.000170131,1
0.0109406,3.51893,0.000925974,0.000106965,0.000254633,1
0.00846434,3.23448,0.000471415,3.22693e-05,0.000220529,1
0.0107758,4.24287,0.000348568,1.76234e-05,0.000205273,1
0.0138896,4.51471,0.00044833,2.50463e-05,0.000207395,1
0.0104573,3.29656,0.000254613,8.09001e-06,0.000268107,1
0.00998592,3.12488,0.000112816,1.58856e-06,0.00027721,1
0.0097034,3.29759,0.00037844,2.079e-05,0.00029955,1
0.118714,55.1341,0.00449081,0.00504425,0,0
0.118928,49.6531,0.0111921,0.0333524,0.000607763,0
0.180957,51.1348,0.0137088,0.015355,0.0453991,0
0.314039,62.7947,0.00320987,0.000475272,0.161918,0
0.409768,70.7362,0.00262461,0.00020303,0.063868,0
0.227987,65.9041,0.0157833,0.0255977,0.154699,0
0.264326,71.8671,0.0153641,0.024984,0.184152,0
0.651719,77.4624,0.00876329,0.000990413,0.129581,0
0.456768,73.4559,0.0252695,0.0148679,0.00109775,0
0.0082612,3.43445,0.000271366,1.06923e-05,0.00023054,1
0.0092001,3.53948,0.000448539,5.1482e-05,0.000195802,1
0.00948215,3.53059,0.000303733,2.36064e-05,0.000228016,1
0.00875998,3.58351,0.000239071,8.29724e-06,0.000218961,1
0.00704074,2.60288,0.000111284,1.79929e-06,0.000218954,1
0.00759101,3.2444,0.000176281,4.51439e-06,0.000267309,1
0.0108919,4.6219,0.00116535,0.000346965,0.000287388,1
0.0150466,5.68305,0.000594127,9.00367e-05,0.000235492,1
0.00758839,3.49245,0.00138492,0.00027844,0.000224552,1
0.00700998,3.10239,0.000424678,2.62087e-05,0.00027171,1
0.00826859,3.44824,0.000144036,3.01358e-06,0.000265253,1
0.00623822,2.42256,0.000994309,0.000253258,0.000304342,1
0.268589,69.892,0.0140387,0.0162449,0,0
0.318126,70.1931,0.0189509,0.0209732,0,0
0.555022,75.267,0.0108169,0.00202961,0.00966915,0
0.638011,77.4374,0.0109386,0.00185723,0.0098678,0
0.143091,49.5236,0.0265033,0.0688598,0.113911,0
0.168377,69.3613,0.012961,0.0268751,0.208063,0
0.739381,76.0145,0.0193267,0.00459218,0.119415,0
0.599291,77.5052,0.0257842,0.00956467,0.00144433,0
0.100439,57.2008,0.0131805,0.0392504,6.51953e-05,0
0.00881672,3.49299,0.000454432,5.2852e-05,0.000236577,1
0.00931931,3.63546,0.000650166,0.000108161,0.000270555,1
0.00832033,3.04176,1.88562e-05,5.16367e-08,0.000246616,1
0.00817108,3.22672,0.00035869,1.8688e-05,0.000265774,1
